bladder_annotated.RDS	https://zenodo.org/api/records/17246684/files/bladder_annotated.RDS/content	68b4a4fb4fb0aaa81fa138410d14ef0f
bladder_HE.RDS	https://zenodo.org/api/records/17246684/files/bladder_HE.RDS/content	12748584aff1e9a768577536dd0a678e
